ID,num_woodfuel,prop_woodfuel,num_seasonal,prop_seasonal,campground
1.44243413,-0.750695855,-0.887418402,-0.323704163,0.037636828,0.174683223
1.442886503,-0.74507184,-0.882847343,-0.34320862,0.023334222,0.521644158
1.369602103,0.022525376,0.102190723,0.068044176,0.043995101,0.70416887
1.370054475,0.031939442,0.216057014,0.384630631,0.065288959,1.033976299
1.370506848,0.160421255,-0.314918261,0.235683972,0.031364023,0.930669961
1.447862604,-0.542783046,-0.191834074,-0.246773534,0.040016067,-0.537592343
1.448314977,0.042109702,-0.543100925,0.133915429,0.021306552,0.34812417
1.525670732,-0.542783046,-0.191834074,-0.246773534,0.040016067,-0.537592343
1.526123105,0.042109702,-0.543100925,0.133915429,0.021306552,0.34812417
1.818808332,1.994856789,-0.447993877,-0.152922522,0.008541717,2.66614857
1.895711714,3.851303057,-0.137597768,0.053030266,0.0150226,1.252068509
1.441077011,-0.74185929,-0.85107964,-0.396806299,0.007714278,-0.037506365
1.441529384,-0.745504742,-0.875260782,-0.382094247,0.01015748,0.566159449
1.441981757,-0.751091684,-0.872087905,-0.340149381,0.031748008,0.355941792
1.365530747,-0.752206377,-0.85928097,-0.341372266,0.037637501,0.595750983
1.36598312,-0.749092311,-0.809851534,-0.392671997,0.026767283,-0.279102166
1.443338875,-0.752206377,-0.85928097,-0.341372266,0.037637501,0.595750983
1.443791248,-0.744333801,-0.780977948,-0.391199034,0.021070699,-0.33211404
1.214890592,0.311388126,-0.04677727,0.472338876,0.050541825,0.702703856
1.215342964,0.315307788,-0.548321152,0.262804433,0.015145373,0.692436606
1.215795337,0.14824972,-0.29209229,0.320435574,0.042491759,0.793245345
1.29269872,0.372746665,0.024464902,0.542318367,0.055368599,1.293323298
1.293151093,0.314790594,-0.70686387,0.311395158,0.012584051,0.761051104
1.293603466,0.122192238,-0.443073349,0.211530138,0.029451895,0.920735179
1.370959221,0.314790594,-0.70686387,0.311395158,0.012584051,0.761051104
1.371411594,0.122192238,-0.443073349,0.211530138,0.029451895,0.920735179
1.448767349,0.314790594,-0.70686387,0.311395158,0.012584051,0.761051104
1.449219722,0.122192238,-0.443073349,0.211530138,0.029451895,0.920735179
1.526575478,0.314790594,-0.70686387,0.311395158,0.012584051,0.761051104
1.527027851,0.314790594,-0.70686387,0.311395158,0.012584051,0.761051104
1.97306747,3.359670322,9.900290192,1.87305063,0.297378662,2.508603373
1.440172266,-0.74379046,-0.777124955,-0.412989507,0.01043367,-0.556245314
1.440624638,-0.737781609,-0.824031425,-0.413262706,0.004981394,-0.712746689
1.517980394,-0.743628631,-0.75058863,-0.412494656,0.012384837,-0.539244833
1.364173629,-0.751937913,-0.857065866,-0.335495408,0.037375997,0.256449836
1.44560074,-0.616415656,-0.604557279,-0.354380118,0.011578864,0.304500838
1.446053112,-0.550423165,-0.251109177,-0.333540453,0.016432612,0.544149399
1.446505485,-0.550423165,-0.251109177,-0.333540453,0.016432612,0.544149399
1.444243621,-0.757141446,-0.907176803,-0.374849946,0.023632103,-0.47767438
1.444695994,-0.758741578,-0.913642717,-0.383594956,0.021788916,-0.40067829
1.445148367,-0.728627966,-0.881079997,-0.400454291,0.008437633,-0.190777319
1.291341601,0.033027991,0.844653427,0.037084716,0.062208165,-0.28586292
1.291793974,0.25655468,0.409457372,0.441596015,0.06540802,1.035515363
1.36914973,-0.164908743,0.484966818,-0.174955009,0.041824417,0.067910224
1.663192075,-0.209147412,-0.375480306,-0.246278339,0.013244676,3.50778321
1.663644448,-0.389983579,-0.58244003,-0.308224594,0.009210262,2.603890899
1.740547831,2.515983563,-0.493094486,-0.206968411,0.007713809,2.417179357
1.741000204,2.515983563,-0.493094486,-0.206968411,0.007713809,2.417179357
1.81699884,1.244206267,0.7700896,0.104020069,0.034272726,1.713654883
1.817451213,1.773024464,0.886963612,0.299842382,0.040218183,1.723746982
1.894354596,1.123274656,0.775244081,0.265805778,0.048365397,1.893319129
1.894806969,1.123274656,0.775244081,0.265805778,0.048365397,1.893319129
1.895259342,1.226824638,0.803056661,0.28817112,0.048214999,1.893580245
1.972162724,1.810013497,0.703345275,0.373155549,0.039371783,1.711203703
1.972615097,1.810013497,0.703345275,0.373155549,0.039371783,1.711203703
1.366435493,-0.754541403,-0.825537342,-0.390164432,0.025079008,-0.484812291
1.366887866,-0.756647101,-0.83098643,-0.395643403,0.023968947,-0.456756422
1.43610091,-0.554017204,0.544075882,-0.356585563,0.031042076,-0.181631024
1.436553283,-0.572437958,-0.085413797,-0.376094473,0.015201204,-0.433113175
1.437005656,-0.651908656,0.070850674,-0.401247899,0.01745579,-0.5876572
1.513909038,-0.57223794,-0.486522117,-0.368751051,0.010161316,-0.240338078
1.514361411,-0.726648379,-0.619698576,-0.409581681,0.009886536,-0.744021681
1.817903586,5.895435217,-0.443156528,0.043053003,0.005854658,1.043672118
1.818355959,5.928945988,-0.640394847,-0.157736537,0.000786935,1.051303734
1.433839046,0.08216469,1.646574205,-0.270227551,0.023783004,1.907276203
1.511194801,-0.088448025,2.373863213,-0.339801446,0.027295795,1.105875304
1.511647174,0.352850221,1.820388681,-0.151256509,0.03364061,1.164356717
1.588550557,0.516180555,2.081641574,-0.153878107,0.028201995,1.035756132
1.294055838,-0.441255135,0.32864703,-0.080625436,0.078798849,1.387891671
1.371863967,-0.465927156,0.633345766,-0.002371708,0.114900291,1.662781685
1.37231634,-0.465927156,0.633345766,-0.002371708,0.114900291,1.662781685
1.449672095,-0.465927156,0.633345766,-0.002371708,0.114900291,1.662781685
1.367340238,-0.732396874,-0.836271971,-0.403435437,0.017397364,-0.254626588
1.367792611,-0.61030555,-0.631847877,-0.344033131,0.015579277,0.180623543
1.368244984,-0.58633269,-0.33209713,-0.352368924,0.011121813,0.30265107
1.368697357,-0.497346,0.372169956,-0.299774013,0.033841179,0.266544842
1.664096821,-0.586978531,-0.554453611,-0.298466877,0.032269777,1.26894805
1.363268883,-0.743499404,-0.73452539,-0.408941671,0.016566538,-0.144405227
1.363721256,-0.747359083,-0.702648063,-0.38746917,0.031041414,0.017302149
1.816546468,0.806023314,0.648223268,0.061348867,0.037915113,1.741355281
1.362364137,-0.741012497,-0.614422536,-0.413897235,0.014181131,-0.50354102
1.36281651,-0.737542843,-0.78808568,-0.415637925,0.00558054,-0.648463219
1.513004293,-0.270886677,-0.254413959,-0.288505113,0.013166823,0.938262685
1.513456665,-0.272061836,-0.388284056,-0.286353786,0.011105583,0.683830467
1.284103636,-0.732060309,-0.558494432,-0.413954922,0.016494737,-0.755114979
1.361459392,-0.754588347,-0.532444618,-0.410557713,0.02985698,-0.592238233
1.361911764,-0.752222575,-0.448563376,-0.411727108,0.028617134,-0.615309628
1.4329343,-0.086259231,2.311096562,-0.3495316,0.023995315,2.100064434
1.433386673,0.107555992,1.845841346,-0.293392644,0.022343012,2.12031867
1.510290056,0.010561021,2.308010738,-0.355338207,0.021952768,1.558498911
1.510742428,-0.136145876,2.740916854,-0.352778672,0.027612828,1.866447819
1.588098184,0.87948966,1.397978193,-0.029706579,0.026341734,1.305582891
1.587193438,0.478052933,-0.396924036,-0.000577459,0.044202489,0.177157132
1.587645811,1.88709544,0.440255209,0.311173383,0.037435239,0.346778966
1.434291419,0.10297429,1.36145357,-0.138624855,0.053372526,1.399193721
1.282746518,-0.710060378,0.034206086,-0.412069058,0.021177621,-0.82941205
1.28319889,-0.733028972,-0.556733952,-0.412414288,0.018531907,-0.838080152
1.283651263,-0.726584847,-0.605285483,-0.414133565,0.014001024,-0.860108163
1.360554646,-0.749936745,0.239379092,-0.412100154,0.036015933,-0.804424589
1.361007019,-0.755237462,-0.479682433,-0.410196808,0.032671515,-0.782605485
1.508028191,-0.050372855,-0.700027441,-0.387623432,0.002161763,1.284629774
1.508480564,-0.412407274,-0.715736466,-0.379535644,0.003014049,0.686791211
1.58583632,0.159987617,-0.498002012,-0.32831694,0.007069148,2.279047222
1.586288693,-0.593012031,-0.513595199,-0.323467946,0.02960498,0.939059938
1.586741065,-0.613629582,-0.306849844,-0.264873321,0.048553834,0.042713574
1.279579908,-0.17085088,0.655229334,-0.306949835,0.01680256,0.886268302
1.356935663,-0.260381846,1.147185728,-0.265235328,0.044406571,1.19202599
1.357388036,-0.167242196,0.738393631,-0.301694004,0.017766412,1.016638501
1.357840409,-0.201229599,1.387972882,-0.300219434,0.030689486,0.751923109
1.434743791,-0.013916298,0.768336293,-0.235427318,0.035454735,1.588713502
1.435196164,-0.018977957,-0.399630926,-0.215111806,0.012142093,1.430774586
1.435648537,-0.130995673,-0.518647229,-0.244345358,0.009778671,0.867727495
1.739643085,5.358779234,-0.158298552,0.07070633,0.005796858,1.157832866
1.292246347,0.349319178,0.838380008,0.895231376,0.108738702,1.626478829
1.287722619,-0.74420674,-0.870690328,-0.343315441,0.031794652,0.393337993
1.288174992,-0.744164592,-0.883602522,-0.378611781,0.037461562,-0.357778235
1.288627364,-0.742109386,-0.861546948,-0.376756119,0.03083785,-0.255206445
1.287270246,-0.734097379,-0.86175008,-0.349319582,0.022219406,0.527949096
1.364626001,-0.749561568,-0.832614656,-0.315047256,0.046097485,0.541753698
1.365078374,-0.749786994,-0.882110523,-0.289119459,0.043912391,1.160507263
1.285913127,-0.743485708,-0.680330371,-0.386693133,0.034600318,-0.482150184
1.2863655,-0.740484374,-0.807567571,-0.377982629,0.031264522,-0.631950297
1.286817873,-0.734591037,-0.797113239,-0.381360227,0.023147413,-0.019060685
1.281389399,-0.632521335,0.772737914,-0.3994067,0.02423262,-0.462872718
1.281841772,-0.609715708,0.434154354,-0.405649444,0.010433726,-0.790789937
1.282294145,-0.619703655,0.604024246,-0.405873398,0.016816553,-0.772593991
1.359197527,-0.619267054,0.587103861,-0.396084461,0.025247715,-0.377317293
1.3596499,-0.59809099,-0.268805506,-0.401609682,0.007280664,-0.745939657
1.360102273,-0.635822225,0.452177667,-0.40604826,0.017930011,-0.77973135
1.284556009,-0.7432968,-0.532074177,-0.415455685,0.012415335,-0.652797135
1.285008382,-0.746129564,-0.556904667,-0.416611864,0.012302639,-0.718570865
1.66228733,2.807468386,-0.349424574,-0.254673774,0.001888305,1.723089049
1.662739702,2.518610745,-0.472590273,-0.200474577,0.006672797,1.950237538
1.740095458,6.074700854,-0.67077251,-0.041050459,0.001284668,1.403513303
1.358292782,-0.419613248,1.450145669,-0.315324835,0.047512961,0.256224592
1.358745154,-0.509406339,1.549663776,-0.344393178,0.047962749,0.195615534
1.289079737,-0.721534205,-0.796539474,-0.378296366,0.016173944,0.063646895
1.28953211,-0.701937945,-0.778401766,-0.375169416,0.017479859,-0.079280427
1.289984483,-0.691385102,-0.757050597,-0.386280432,0.011068114,-0.278836288
1.290436856,-0.597948569,-0.522754561,-0.381733691,0.004779059,-0.210789198
1.739190712,2.06916778,0.638662437,-0.063873428,0.014827732,1.118303253
1.356030917,0.187036836,1.170995318,-0.309023896,0.015143466,2.416859944
1.35648329,0.537324297,1.409399354,-0.201519782,0.043714071,2.224125453
1.279127535,-0.333376882,2.024309037,-0.326713394,0.050570584,0.928735485
1.584931574,0.74633639,-0.099240693,-0.300197689,0.008598903,1.974772785
1.585383947,0.464234448,-0.358099111,-0.292574922,0.009785554,2.266083671
1.660930211,1.306247888,1.553585137,0.025811691,0.064852537,1.032739996
1.661382584,1.753429642,1.009148253,0.019293917,0.03379811,0.909241194
1.738738339,1.232466282,1.583647287,0.297908812,0.064614063,0.973294127
1.290889229,-0.240170118,0.473319224,-0.088489455,0.049036504,-0.488868323
1.136177718,0.536747813,0.876676878,0.91769141,0.085387964,0.405008187
1.13663009,0.515583977,1.082596752,1.140567617,0.117496152,0.532976146
1.213985846,0.423290249,0.713508276,1.215808274,0.104130196,0.556234406
1.214438219,0.494876641,1.043494077,1.530424292,0.141332062,0.794526093
1.543313273,0.827651758,0.3061624,0.021848104,0.029101044,-0.751251114
1.543765646,1.02702249,0.1379639,0.03915068,0.022471507,-0.860047967
1.619764283,0.714524425,0.197196276,-0.030136434,0.020242394,-0.916165488
1.620216655,0.513726893,0.461131675,0.021751176,0.033313228,-0.759702175
1.620669028,0.827651758,0.3061624,0.021848104,0.029101044,-0.751251114
1.621121401,0.827651758,0.3061624,0.021848104,0.029101044,-0.751251114
1.621573774,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.697572411,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.698024784,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.698477157,0.33751819,0.383676222,-0.012918681,0.034136333,-0.694849172
1.698929529,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.699381902,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.775832912,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.776285285,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.776737658,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.777190031,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.854093413,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.854545786,0.546760199,-0.088473046,-0.118139373,0.013725448,-0.904098836
1.280937026,-0.621193701,2.606715938,-0.374182052,0.067578871,0.219141064
1.213533473,0.298278903,0.496378835,0.676644139,0.077661476,-0.282465484
1.509837683,-0.087177951,0.773518613,0.005016213,0.043821114,0.374551158
1.207200253,-0.728740933,-0.552486892,-0.418430584,0.009264851,-0.820145736
1.207652626,-0.755421993,-0.673574986,-0.416196376,0.02372739,-0.53918734
1.285460755,-0.758777133,-0.629090006,-0.414494811,0.029527148,-0.387976498
1.208104999,-0.751318354,-0.771465208,-0.408723816,0.027756979,-0.618937406
1.210819236,-0.742209928,-0.839795454,-0.380499881,0.031191045,-0.214125265
1.211271609,-0.718818812,-0.795731917,-0.377527785,0.013885801,0.18130793
1.210366863,-0.74526449,-0.876128461,-0.380049685,0.034111125,-0.226922284
1.209462118,-0.728624776,-0.872621776,-0.385888761,0.019905488,-0.06906418
1.20991449,-0.729388245,-0.905841205,-0.393306303,0.010005934,0.148157231
1.584479201,1.625332875,0.102158571,-0.257094504,0.025698293,2.394668501
1.661834957,3.571138041,0.150767177,-0.176400789,0.004601392,1.43074993
1.508932937,-0.505500292,-0.502371497,-0.147694486,0.038168125,0.177802853
1.50938531,-0.55185479,0.035178237,-0.103363703,0.054752898,0.248628294
1.431577182,-0.484233211,0.287887697,-0.009536462,0.070402063,0.617111535
1.432029554,-0.186215956,0.649820957,-0.125850589,0.035368272,0.393094261
1.211723982,-0.701632293,-0.771927358,-0.380964625,0.011256528,0.001384455
1.212176355,-0.699920324,-0.821340686,-0.393466588,0.003754382,-0.118795543
1.212628727,-0.636309327,-0.768749704,-0.386261506,0.003186122,-0.149359402
1.206295508,-0.719936992,-0.527965201,-0.418035488,0.008833459,-0.853896177
1.206747881,-0.724927815,-0.537586937,-0.417990175,0.008949758,-0.794854796
1.2130811,0.110090048,0.010100863,0.475819791,0.054441686,-0.35964235
1.432481927,0.153796107,2.603239853,-0.370352648,0.017710877,1.014582619
1.202676525,-0.218741158,1.18105033,-0.25989865,0.041646322,0.723739711
1.203128898,-0.52767432,1.487499671,-0.346062666,0.050470758,0.526352483
1.28003228,-0.119376727,2.287480686,-0.290903805,0.040863737,0.813982384
1.280484653,-0.155066478,2.210471535,-0.268728489,0.046962166,0.701945716
1.429315317,0.117339344,0.208910588,-0.282796901,0.028372422,1.393541484
1.42976769,0.12319705,-0.047644244,-0.298133289,0.024393582,0.920947461
1.506671073,0.645986277,0.483959691,-0.20272501,0.045293764,2.140023964
1.507123446,0.523352774,0.089334153,-0.219941868,0.034619747,1.952291527
1.507575819,0.494672236,-0.634147848,-0.400502336,0.000565351,1.597898992
1.137082463,0.331631066,1.763408269,0.582594066,0.118094488,0.192385029
1.137534836,0.450551233,1.831970738,0.696181999,0.12566075,0.452514722
1.208557372,-0.743996084,-0.916871862,-0.402168227,0.019602859,-0.780179653
1.209009745,-0.739585364,-0.873236164,-0.394391581,0.024596346,-0.265144627
1.131653989,-0.741715966,-0.839127733,-0.397018074,0.02240127,-0.179633659
1.132106362,-0.742826777,-0.875313451,-0.405472737,0.011466982,0.059168478
1.138439582,0.199583954,1.328833425,0.627619531,0.111585338,0.533440564
1.138891955,0.144916469,2.117386855,0.329656901,0.123153929,1.397544988
1.21624771,0.146738842,0.873012047,0.67194991,0.099853343,0.740864182
1.216700083,0.077818725,2.165156844,0.432953713,0.151038568,1.953478004
1.294508211,0.088183399,1.539381053,0.075932554,0.067288216,1.093867487
1.354673799,-0.095721373,1.549602589,-0.361640073,0.015807243,2.148472202
1.355126172,-0.122133805,1.515388634,-0.360020327,0.016343027,2.467990818
1.355578545,-0.122133805,1.515388634,-0.360020327,0.016343027,2.467990818
1.050679251,-0.718643572,-0.378662996,-0.414750929,0.013521956,-0.809656997
1.051131624,-0.716445679,0.126991912,-0.412912094,0.020993473,-0.733129662
1.128035007,-0.715656238,-0.483177165,-0.414677417,0.009906617,-0.843696539
1.128487379,-0.718643572,-0.378662996,-0.414750929,0.013521956,-0.809656997
1.128939752,-0.716536476,0.035164326,-0.414803748,0.016749399,-0.725061461
1.205843135,-0.710736029,-0.67476116,-0.416311131,0.003673688,-0.902977751
0.971966377,-0.696512713,-0.693753761,-0.404728247,0.006225863,-0.595427093
0.97241875,-0.681923205,-0.600047895,-0.404341687,0.008582994,-0.708873653
1.049774505,-0.71929223,-0.689654098,-0.408815471,0.006644562,-0.736524835
1.050226878,-0.718311943,-0.369667846,-0.41288414,0.013415464,-0.810028117
1.127582634,-0.722136047,-0.637991378,-0.409747768,0.008403375,-0.74627121
1.204938389,-0.569422513,-0.314533703,-0.406013687,0.007377702,-0.751823283
