ID,num_woodfuel,prop_woodfuel,num_seasonal,prop_seasonal,campground
1.446957858,-0.342676584,0.150036929,-0.223232089,0.043380974,0.116665287
1.447410231,-0.328297296,0.022665188,-0.175598744,0.052653924,-0.353025229
1.524765986,-0.33126006,0.055480472,-0.229985843,0.042116946,-0.059493843
1.525218359,-0.58633881,-0.006223508,-0.222931857,0.068085261,-0.496391429
1.602574115,-0.534240176,0.271093995,-0.264200121,0.068969105,-0.298354185
1.603026488,-0.662887142,0.319983132,-0.181030615,0.117416274,-0.423981695
1.680382243,-0.662887142,0.319983132,-0.181030615,0.117416274,-0.423981695
1.680834616,-0.662887142,0.319983132,-0.181030615,0.117416274,-0.423981695
1.664549194,-0.377979245,0.998268317,-0.290026825,0.043751863,1.37049473
1.665001567,1.239324081,1.601427124,-0.134534809,0.041468715,0.788726678
1.742357322,-0.130842563,0.569817434,-0.15113478,0.03876761,2.603566201
1.742809695,0.513092308,2.112240603,-0.225123436,0.050441857,0.998539635
1.82016545,0.28594321,1.597099231,-0.016512811,0.044704885,3.823048763
1.820617823,1.032966888,3.144437711,-0.267699668,0.032648492,1.145525032
1.897973579,0.28594321,1.597099231,-0.016512811,0.044704885,3.823048763
1.898425952,0.697865719,1.731259794,-0.072889951,0.03735186,3.205370517
1.665453939,2.420697455,1.230312184,0.177876194,0.045642833,0.87714108
1.743262068,2.157236138,1.373303176,0.039363169,0.048551425,0.921793636
1.821070196,1.265996559,2.187636224,-0.045138646,0.067835564,1.358090268
1.821522569,1.376805738,2.8125494,-0.002253011,0.055605778,1.292061493
1.898878324,1.933639884,2.133743645,-0.242022279,0.015292666,1.352325821
1.899330697,1.265996559,2.187636224,-0.045138646,0.067835564,1.358090268
1.741452576,-0.050619631,-0.130497335,-0.115926605,0.024415649,4.071122306
1.741904949,-0.067477794,-0.14071746,-0.121097801,0.024383932,3.438874772
1.819260705,0.082844335,0.019225463,-0.068825758,0.027489064,4.87562887
1.819713078,0.394225647,0.45075861,0.103629984,0.04161365,5.071826644
1.897068833,0.578259739,-0.037353903,-0.058015372,0.022815688,3.650454408
1.897521206,0.394225647,0.45075861,0.103629984,0.04161365,5.071826644
1.974876961,0.754086788,0.216498476,-0.038731402,0.029744674,3.975014889
1.975329334,0.394225647,0.45075861,0.103629984,0.04161365,5.071826644
1.665906312,2.5407118,1.253682584,0.388950269,0.06016207,0.970310469
1.743714441,1.072435492,3.183590357,0.128806896,0.077641266,1.259120502
1.744166813,0.967674797,2.738428427,-0.116300005,0.032361874,1.855028455
1.821974942,0.50952714,2.824393024,-0.28650371,0.024022135,1.866553396
1.822427315,0.50952714,2.824393024,-0.28650371,0.024022135,1.866553396
1.58900293,0.263671245,2.749818496,-0.299156465,0.028727636,1.419696374
1.666358685,0.853717291,1.883938603,-0.089442132,0.030014509,1.58613756
1.666811058,0.378215187,2.414920215,-0.286490742,0.026105333,1.518294459
1.667263431,0.499801995,1.253430329,-0.130110069,0.022609044,1.459087008
1.744619186,0.502686313,2.012603304,-0.258643503,0.025595196,2.403158456
1.745071559,0.589099198,0.728815762,-0.070464311,0.021322457,1.81029399
1.822879687,0.589099198,0.728815762,-0.070464311,0.021322457,1.81029399
1.512099547,0.649372179,0.028241605,0.045925921,0.025981223,1.567863371
1.51255192,0.319604098,0.099592025,-0.078243383,0.022847066,1.334893562
1.589455302,0.509796242,0.964151745,-0.007341175,0.030656524,0.893542021
1.589907675,0.630397148,0.163187144,0.119760765,0.032203245,1.12535446
1.590360048,0.262715553,-0.05725504,-0.050162195,0.023042405,0.939544003
1.590812421,0.058014427,-0.228315831,-0.158334458,0.014572743,0.886933595
1.667715804,0.651022381,-0.191142083,0.064384268,0.018260626,1.385449302
1.668168176,0.057109276,-0.117372326,-0.150768881,0.016264263,0.435018676
1.745523932,0.202109164,-0.090368752,-0.099329925,0.017936698,0.69396811
1.745976305,0.202109164,-0.090368752,-0.099329925,0.017936698,0.69396811
1.82333206,0.202109164,-0.090368752,-0.099329925,0.017936698,0.69396811
1.668620549,-0.595436839,-0.036319781,-0.387162639,0.014070812,-0.609241515
1.669072922,-0.63283838,-0.182647787,-0.395297303,0.01227881,-0.551571404
1.746428678,-0.548518719,0.078134357,-0.37307646,0.017395058,-0.462257737
1.74688105,-0.615943631,-0.159160396,-0.389229313,0.013751915,-0.442384229
1.591264794,-0.688180818,-0.263564833,-0.409646281,0.010491902,-0.316513928
1.591717167,-0.70915068,-0.416478598,-0.410817698,0.010334236,-0.480400099
1.669525295,-0.733218644,-0.512071968,-0.41672666,0.009199968,-0.41471286
1.747333423,-0.733218644,-0.512071968,-0.41672666,0.009199968,-0.41471286
1.592169539,-0.705779653,-0.589109885,-0.406022097,0.009250806,-0.37805277
1.669977668,-0.686990793,-0.561569791,-0.402817276,0.008678436,-0.048557861
1.747785796,-0.686990793,-0.561569791,-0.402817276,0.008678436,-0.048557861
1.514813784,-0.659005579,-0.480536334,-0.402635902,0.008269823,-0.514592484
1.515266157,-0.669660687,-0.445264999,-0.406241179,0.00769449,-0.62825572
1.592621912,-0.697359834,-0.61385051,-0.403282051,0.008892637,-0.368927074
1.593074285,-0.681451193,-0.455501539,-0.407197,0.006728724,-0.492584961
1.670430041,-0.657562566,-0.605904159,-0.394722116,0.007542127,0.140751394
1.670882413,-0.681451193,-0.455501539,-0.407197,0.006728724,-0.492584961
1.748238169,-0.657562566,-0.605904159,-0.394722116,0.007542127,0.140751394
1.518432767,-0.739536458,-0.790107139,-0.411169447,0.0082082,-0.740431367
1.51888514,-0.748631632,-0.85102284,-0.392298769,0.009479406,-0.281132942
1.596240895,-0.749326934,-0.74970067,-0.409576685,0.014214317,-0.829336738
1.596693268,-0.750956938,-0.865981453,-0.38466203,0.016672641,0.004657014
1.674049023,-0.746671846,-0.648979883,-0.40742209,0.020716407,-0.800179253
1.519337512,-0.754255524,-0.947095314,-0.374434663,0.01661589,0.404503458
1.519789885,-0.757698063,-0.943842068,-0.354694557,0.030319254,0.251582841
1.597145641,-0.754255524,-0.947095314,-0.374434663,0.01661589,0.404503458
1.597598014,-0.765712106,-0.966347893,-0.398103316,0.03450268,0.202455127
1.520242258,-0.752437482,-0.926292691,-0.357301564,0.029452033,-0.020079013
1.598050386,-0.749196599,-0.926888027,-0.387105962,0.01947623,0.102916517
1.520694631,-0.745193437,-0.864847122,-0.367944338,0.02268491,-0.058618694
1.598502759,-0.757069946,-0.87984334,-0.340765544,0.042730652,-0.343042404
1.521147004,-0.747097074,-0.826560684,-0.35537305,0.031112719,-0.005206386
1.521599377,-0.737710743,-0.782738916,-0.372486321,0.025697049,-0.281663907
1.598955132,-0.755897555,-0.900690378,-0.309440407,0.047166625,-0.157850851
1.599407505,-0.726843369,-0.78562838,-0.341781767,0.033288145,-0.198883347
1.522051749,-0.745265264,-0.83138438,-0.391227053,0.021467491,-0.421441186
1.599859878,-0.71985751,-0.730379464,-0.397405382,0.024648423,-0.184618342
1.522504122,-0.748746813,-0.873742973,-0.397305426,0.017997935,-0.323660118
1.600312251,-0.76184467,-0.904149455,-0.398707643,0.027031725,-0.26885048
1.522956495,-0.740067093,-0.833684132,-0.401046305,0.011137956,-0.264486169
1.600764623,-0.744175657,-0.82329724,-0.40615998,0.013097553,-0.151721921
1.523408868,-0.681094431,-0.415735209,-0.396300063,0.013787991,0.134158964
1.601216996,-0.688292143,-0.247914074,-0.396208046,0.018467104,0.165577887
1.523861241,-0.558916728,-0.024414049,-0.371812481,0.019728255,0.178522023
1.601669369,-0.499771619,0.207652933,-0.363566638,0.022734155,-0.032063131
1.524313614,-0.528193219,-0.091888175,-0.369336367,0.016154414,0.181314376
1.602121742,-0.396891346,0.218897929,-0.35299533,0.017244901,-0.164229051
1.437458028,-0.647383744,-0.309680682,-0.408621047,0.006730884,-0.836819893
1.437910401,-0.684025187,-0.104700745,-0.408897864,0.01356682,-0.757423281
1.51571853,-0.677944004,-0.399064844,-0.407842453,0.009684466,-0.744083894
1.593526658,-0.714694197,-0.459013186,-0.410710918,0.010790751,-0.743229829
1.593979031,-0.714694197,-0.459013186,-0.410710918,0.010790751,-0.743229829
1.671334786,-0.697951864,-0.351613434,-0.415813818,0.00616688,-0.930051502
1.671787159,-0.714694197,-0.459013186,-0.410710918,0.010790751,-0.743229829
1.438362774,-0.740330177,-0.109758483,-0.409638141,0.026479379,-0.709696683
1.438815147,-0.742896147,-0.625140991,-0.406096221,0.018410835,-0.618642606
1.516170902,-0.728316051,-0.546395498,-0.406559109,0.014552813,-0.591228455
1.516623275,-0.737070424,-0.693804764,-0.404160538,0.011679074,-0.541243861
1.594431404,-0.737070424,-0.693804764,-0.404160538,0.011679074,-0.541243861
1.672239532,-0.737070424,-0.693804764,-0.404160538,0.011679074,-0.541243861
1.43926752,-0.751163113,-0.658203983,-0.406995327,0.021362734,-0.551090507
1.439719893,-0.751421385,-0.693777227,-0.407856121,0.018867661,-0.601656522
1.517075648,-0.751163113,-0.658203983,-0.406995327,0.021362734,-0.551090507
1.517528021,-0.749598875,-0.796026167,-0.40673824,0.012275117,-0.515237607
1.594883776,-0.746067342,-0.845298088,-0.401695513,0.008725717,-0.489874414
1.595336149,-0.74844495,-0.813640046,-0.405842847,0.010597537,-0.638851965
1.672691905,-0.746067342,-0.845298088,-0.401695513,0.008725717,-0.489874414
1.673144278,-0.746843608,-0.788889035,-0.403427937,0.012384157,-0.554447129
1.595788522,-0.751592883,-0.771725075,-0.411333881,0.01307581,-0.836096945
1.67359665,-0.749599939,-0.588594151,-0.409579354,0.025374393,-0.783729201
1.896164087,3.09231159,-0.268414311,-0.127308326,0.008705185,1.243115452
1.89661646,1.907990376,-0.425840755,-0.209015913,0.006670767,2.337031283
1.973519843,1.624837362,-0.156879251,-0.035178158,0.012943061,1.062242241
1.973972216,1.624837362,-0.156879251,-0.035178158,0.012943061,1.062242241
1.974424588,1.633152513,-0.355750181,-0.38649058,0.000751241,1.295732492
2.051327971,1.633152513,-0.355750181,-0.38649058,0.000751241,1.295732492
